form_position,item_id,form_version,domain_code,domain_name,subarea_code,format,cognitive_level,scenario_id,scenario_order,scenario_text,exhibit_asset,stem,option_a,option_b,option_c,option_d,correct_option,rationale_correct,rationale_a,rationale_b,rationale_c,rationale_d,source_ref,study_guide_slug,shuffle_options,calculator_needed,status,author,reviewed_by,last_updated
91,D2-11,DIAG-1.0,2,Fundamental Planning Knowledge,2.2 Patterns of human settlement,negative,recall,,,,,All of the following are classical models of urban spatial structure EXCEPT:,Concentric zone model,Sector model,Multiple nuclei model,Rank-size rule,D,The rank-size rule describes the distribution of city sizes within a national urban system; it is not a model of internal urban spatial structure.,Burgess's concentric zone model describes internal structure.,Hoyt's sector model describes axial growth within a city.,Harris and Ullman's multiple nuclei model describes internal structure around several centers.,The rank-size rule describes the distribution of city sizes within a national urban system; it is not a model of internal urban spatial structure.,Urban spatial structure models,history/urban-models,TRUE,FALSE,review,All Aboard Planning,,2026-09-14
92,D8-11,DIAG-1.0,8,Areas of Practice,8.19 Regional and multijurisdictional planning,roman,recall,,,,,"Which statements about metropolitan planning organizations are accurate?

I. An MPO is required in each urbanized area above a federal population threshold
II. MPOs adopt a long-range transportation plan and a shorter-range transportation improvement program
III. Federal transportation funds in the metropolitan area generally flow through the MPO's programming process
IV. MPOs have direct zoning authority over member jurisdictions",I and II only,"I, II, and III only","II, III, and IV only","I, II, III, and IV",B,"MPOs are federally required in urbanized areas above the statutory threshold, maintain a long-range plan and a TIP, and program federal transportation funds. Land use regulation remains with member local governments.","Omits the programming role, the MPO's principal source of influence.","MPOs are federally required in urbanized areas above the statutory threshold, maintain a long-range plan and a TIP, and program federal transportation funds. Land use regulation remains with member local governments.",IV is false; MPOs have no zoning authority.,IV is false.,Metropolitan planning organization structure and requirements,regional/mpo,FALSE,FALSE,review,All Aboard Planning,,2026-09-14
93,D4-11,DIAG-1.0,4,Plan and Policy Development,4.2 Planning as sequential steps and multivariate analyses,single,application,,,,,A region facing deep uncertainty about future water supply and employment growth should most appropriately use:,Scenario planning that develops several internally consistent futures and tests strategies against each,A single trend-based forecast with a confidence interval,A cost-benefit analysis of the preferred alternative,A build-out analysis of current zoning,A,Scenario planning is designed for conditions where key drivers are genuinely uncertain. It tests whether a strategy performs acceptably across several plausible futures rather than optimizing for one.,Scenario planning is designed for conditions where key drivers are genuinely uncertain. It tests whether a strategy performs acceptably across several plausible futures rather than optimizing for one.,A single forecast with a band still assumes one underlying trajectory.,Cost-benefit analysis evaluates a defined alternative; it does not address driver uncertainty.,"Build-out analysis describes a zoning capacity ceiling, not alternative futures.",APA Content Outline 4.2; scenario planning,plan-making/scenario-planning,TRUE,FALSE,review,All Aboard Planning,,2026-09-14
94,D2-12,DIAG-1.0,2,Fundamental Planning Knowledge,2.3 Foundational legal principles (housing law),roman,application,,,,,"Under the federal Fair Housing Act as amended, which of the following would raise fair housing concerns?

I. A zoning ordinance defining 'family' so as to limit unrelated adults in a group home for persons with disabilities
II. Refusing to allow a tenant with a disability to install a grab bar at the tenant's own expense
III. A comprehensive plan policy that concentrates all new subsidized housing in one already low-income census tract
IV. A minimum lot size applied uniformly across a single-family district","I, II, and III only",I and II only,II and IV only,"I, II, III, and IV",A,"Restrictive family definitions applied to group homes, refusal of reasonable modifications, and siting policies that perpetuate segregation all implicate the Act and the duty to affirmatively further fair housing.","Restrictive family definitions applied to group homes, refusal of reasonable modifications, and siting policies that perpetuate segregation all implicate the Act and the duty to affirmatively further fair housing.","Omits the siting policy, a classic perpetuation-of-segregation concern.","A uniformly applied minimum lot size is not by itself a fair housing violation, though it can contribute to exclusionary effect.",IV alone does not raise the concern on these facts.,"Fair Housing Act, 42 U.S.C. 3601 et seq., as amended 1988",housing/fair-housing,FALSE,FALSE,review,All Aboard Planning,,2026-09-14
95,D8-12,DIAG-1.0,8,Areas of Practice,8.16 Health planning,single,recall,,,,,A health impact assessment conducted for a proposed highway interchange would:,Diagnose health conditions among individual residents near the site,Replace the environmental review required under federal law,"Evaluate the potential effects of the proposed decision on population health outcomes and their distribution, and recommend modifications",Determine the medical cost liability of the project sponsor,C,"An HIA is a structured, prospective assessment of how a proposed policy or project may affect population health and how those effects are distributed, producing recommendations to improve the proposal.","HIAs address populations, not individual clinical diagnosis.",An HIA may inform environmental review but does not substitute for it.,"An HIA is a structured, prospective assessment of how a proposed policy or project may affect population health and how those effects are distributed, producing recommendations to improve the proposal.",Liability determination is a legal and actuarial matter.,APA Content Outline 8.16; health impact assessment,health/hia,TRUE,FALSE,review,All Aboard Planning,,2026-09-14
96,D4-12,DIAG-1.0,4,Plan and Policy Development,4.3 Familiarity with states' and federal laws,single,recall,,,,,"In a state with a statutory consistency requirement, the practical effect on local decision-making is that:",The comprehensive plan must conform to the existing zoning map,"Zoning and development approvals must conform to the adopted comprehensive plan, making the plan legally operative rather than advisory",Local plans must be approved by the state legislature,Comprehensive plans may not be amended more than once per year,B,Consistency requirements elevate the plan from advisory guidance to a binding standard against which regulations and approvals are measured.,This reverses the relationship; the plan guides the zoning.,Consistency requirements elevate the plan from advisory guidance to a binding standard against which regulations and approvals are measured.,Legislative approval of local plans is not what consistency means.,Amendment frequency limits exist in some states but are a separate provision.,APA Content Outline 4.3; consistency doctrine,plan-making/consistency,TRUE,FALSE,review,All Aboard Planning,,2026-09-14
97,D2-13,DIAG-1.0,2,Fundamental Planning Knowledge,"2.7 Natural, social, and economic systems",roman,application,,,,,"A community is distinguishing resilience measures from mitigation measures in its climate work. Which are primarily adaptation or resilience measures rather than greenhouse gas mitigation?

I. Elevating critical facilities above the base flood elevation
II. Requiring electric vehicle charging infrastructure in new parking structures
III. Expanding the urban tree canopy in high heat-index neighborhoods
IV. Establishing redundant water supply interconnections with a neighboring utility",I and IV only,"I, III, and IV only",II and III only,"I, II, III, and IV",B,"Adaptation and resilience measures reduce vulnerability to climate effects already occurring. Elevation, canopy for heat, and redundant supply all do this; EV charging primarily reduces emissions.",Canopy expansion is a heat adaptation measure as well as a modest sink.,"Adaptation and resilience measures reduce vulnerability to climate effects already occurring. Elevation, canopy for heat, and redundant supply all do this; EV charging primarily reduces emissions.",EV infrastructure is mitigation; elevation and redundancy are omitted.,II is a mitigation measure.,APA Content Outline 2.7; climate adaptation vs mitigation,sustainability/adaptation-mitigation,FALSE,FALSE,review,All Aboard Planning,,2026-09-14
98,D4-13,DIAG-1.0,4,Plan and Policy Development,4.12 Community character and form,single,application,,,,,A plan calls for new infill development to be 'context-sensitive' in a neighborhood of one- and two-story bungalows. The most effective way to make that direction operative in the code is to:,Add a design review board with discretion to approve or deny based on compatibility,Reduce the maximum permitted density to prevent any change in character,"Establish measurable standards for height, setback, massing, and frontage that reflect the documented existing pattern",Require that all new buildings replicate bungalow architectural details,C,"Documented, measurable form standards give applicants predictability and give staff a defensible basis for decisions, which discretionary compatibility findings do not.",Unstructured discretion invites arbitrary and inconsistent outcomes and is difficult to defend.,"Density reduction addresses quantity, not the form questions that produce compatibility.","Documented, measurable form standards give applicants predictability and give staff a defensible basis for decisions, which discretionary compatibility findings do not.",Mandating architectural replication regulates style rather than context and is rarely defensible.,APA Content Outline 4.12,urban-design/context-sensitive-standards,TRUE,FALSE,review,All Aboard Planning,,2026-09-14
99,D2-14,DIAG-1.0,2,Fundamental Planning Knowledge,2.9 How technology can be used to advance planning,roman,analysis,,,,,"A mid-size city is evaluating a vendor proposal for a 'smart city' sensor network in the public right-of-way. Which concerns should the planner raise before adoption?

I. Whether data collected can identify individuals and how long it is retained
II. Whether the vendor contract gives the city ownership of and access to its own data
III. Whether coverage is distributed equitably rather than concentrated in high-income districts
IV. Whether the system will eliminate the need for public engagement on affected policies",I and II only,"II, III, and IV only","I, II, and III only","I, II, III, and IV",C,"Privacy and retention, data ownership, and equitable deployment are the core governance questions. Sensor data supplements engagement; it does not substitute for it.","Omits equitable distribution, a central planning concern.",IV states the opposite of professional obligation.,"Privacy and retention, data ownership, and equitable deployment are the core governance questions. Sensor data supplements engagement; it does not substitute for it.",IV is not a legitimate objective.,"APA Content Outline 2.9, 2.10; data privacy and confidentiality",technology/smart-cities,FALSE,FALSE,review,All Aboard Planning,,2026-09-14
100,D4-14,DIAG-1.0,4,Plan and Policy Development,4.14 Conversance with related disciplines,roman,recall,,,,,"A planner coordinating a corridor project must interpret work from several disciplines. Which pairings of term and discipline are correct?

I. Level of service: traffic engineering
II. Capitalization rate: real estate finance
III. Base flood elevation: floodplain management and engineering
IV. Rough proportionality: structural engineering",I and II only,"II, III, and IV only","I, II, III, and IV","I, II, and III only",D,"Level of service, capitalization rate, and base flood elevation are standard terms in traffic engineering, real estate finance, and floodplain management respectively. Rough proportionality is a legal standard from takings law.","Omits base flood elevation, a standard floodplain term.",IV misattributes a legal doctrine to engineering.,IV is incorrect.,"Level of service, capitalization rate, and base flood elevation are standard terms in traffic engineering, real estate finance, and floodplain management respectively. Rough proportionality is a legal standard from takings law.",APA Content Outline 4.14,fundamentals/related-disciplines,FALSE,FALSE,review,All Aboard Planning,,2026-09-14
